2018-11-26 02:31:28.29 VLT    ZIMPOL R  -757.2   -7.5  -9.9  10.9 10.8  7.7 0.20
2018-11-26 02:36:04.72 VLT    ZIMPOL R  -757.6   -8.6  -9.6  11.3 10.8  7.7 0.10
2018-11-26 02:40:41.57 VLT    ZIMPOL R  -758.5   -9.8  -9.8  11.6 10.8  7.9 0.10
2018-11-26 02:45:16.87 VLT    ZIMPOL R  -760.0  -12.3 -10.6  10.6 10.8  7.9 0.30
2018-11-26 02:49:51.73 VLT    ZIMPOL R  -759.9  -13.9  -9.9  10.4 10.8  8.1 0.40
2018-11-29 04:23:20.66 VLT    ZIMPOL R  -315.4  217.1  -1.8   5.4 10.8  8.7 0.10
2018-11-29 04:27:55.88 VLT    ZIMPOL R  -319.0  216.5  -1.7   5.7 10.8  8.5 0.30
2018-11-29 04:32:31.55 VLT    ZIMPOL R  -321.7  216.1  -0.7   6.2 10.8  7.8 0.30
2018-11-29 04:37:06.06 VLT    ZIMPOL R  -325.2  214.5  -0.5   5.5 10.8  8.0 0.40
2018-11-29 04:41:40.71 VLT    ZIMPOL R  -329.7  213.9  -1.3   5.8 10.8  8.0 0.30
